,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1670,"DEL CARLO, Mrs Argene",Female,24.0,True,unknown,2nd Class Passenger,True,Cherbourg,11,27.72083333333333,True
365,"DELALIC, Mr Redjo",Male,25.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
366,"DENBUOY, Mr Albert Joseph",Male,25.0,True,Fruit Farmer,2nd Class Passenger,True,Southampton,unknown,31.5,False
367,"DENKOV, Mr Mityu",Male,30.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
369,"DENNIS, Mr Samuel",Male,22.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,7.25,False
368,"DENNIS, Mr William",Male,26.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,7.25,False
370,"DENOV, Mr Yoto",Male,27.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
371,"DERRETT, Mr Arthur Henry",Male,28.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
372,"DESLANDES, Mr Percival Stainer",Male,38.0,True,Saloon Steward,Victualling Crew,False,Southampton,[212],0.0,False
373,"DESVERNINE, Mr Louis Gabriel",Male,20.0,True,Assistant Pastry Cook,Restaurant Staff,False,Southampton,unknown,0.0,False
1671,"DEVANEY, Miss Margaret Bedelia",Female,20.0,True,unknown,3rd Class Passenger,True,Queenstown,C,7.879166666666666,True
1672,"DIAPER, Mr John Joseph",Male,27.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
374,"DIBDEN, Mr William",Male,18.0,True,General Labourer,2nd Class Passenger,True,Southampton,unknown,73.5,False
1674,"DICK, Mrs Vera",Female,17.0,False,unknown,1st Class Passenger,True,Southampton,3,57.0,True
1673,"DICK, Mr Albert Adrian",Male,31.0,True,unknown,1st Class Passenger,True,Southampton,3,57.0,True
376,"DICKSON, Mr William",Male,37.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
377,"DIKA, Mr Mirko",Male,17.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
1675,"DILLON, Mr Thomas Patrick",Male,33.0,True,Trimmer,Engineering Crew,False,Southampton,4,0.0,True
378,"DIMIĆ, Mr Jovan",Male,42.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,8.6625,False
379,"DINCHEV, Mr Vulcho",Male,43.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.895833333333333,False
380,"DINENAGE, Mr James Richard",Male,49.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
381,"DODD, Mr Edward Charles",Male,39.0,True,Junior 3rd. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
382,"DODD, Mr George Charles",Male,44.0,True,"Second Steward, 1st Class",Victualling Crew,False,Belfast,unknown,0.0,False
383,"DODDS, Mr Henry Watson",Male,26.0,True,Junior Assistant 4th Engineer,Engineering Crew,False,Southampton,unknown,0.0,False
1676,"DODGE, Dr Washington",Male,52.0,True,Politician,1st Class Passenger,True,Southampton,13,81.85833333333333,True
1677,"DODGE, Master Washington",Male,4.0,False,unknown,1st Class Passenger,True,Southampton,5,81.85833333333333,True
1678,"DODGE, Mrs Ruth",Female,38.0,True,unknown,1st Class Passenger,True,Southampton,5,81.85833333333333,True
1679,"DOEL, Mr Frederick",Male,22.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
384,"DOHERTY, Mr William John",Male,22.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,8.458333333333332,False
385,"DOLBY, Mr Joseph",Male,39.0,True,Reception Steward (1st Class),Victualling Crew,False,Belfast,unknown,0.0,False
1680,"DOLING, Miss Elsie",Female,18.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,23.0,True
1681,"DOLING, Mrs Ada Julia Elizabeth",Female,34.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,23.0,True
386,"DONATI, Sig. Italo Francesco",Male,17.0,False,Assistant Waiter,Restaurant Staff,False,Southampton,[311],0.0,False
387,"DONOGHUE, Mr Florence Thomas",Male,31.0,True,Bed Room Steward,Victualling Crew,False,Belfast,unknown,0.0,False
388,"DONOHOE, Miss Bridget",Female,21.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.75,False
389,"DOOLY, Mr Patrick",Male,37.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1682,"DORE, Mr Albert James",Male,22.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,True
1683,"DORKING, Mr Edward Arthur",Male,18.0,True,Groom,3rd Class Passenger,True,Southampton,B,8.05,True
390,"DORNIER, Mr Louis Auguste",Male,20.0,True,Assistant Fish Cook,Restaurant Staff,False,Southampton,unknown,0.0,False
391,"DOUGHTY, Mr Walter Thomas",Male,22.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
1684,"DOUGLAS, Mrs Mahala",Female,48.0,True,unknown,1st Class Passenger,True,Cherbourg,2,106.42500000000001,True
1685,"DOUGLAS, Mrs Mary Hélène",Female,27.0,True,unknown,1st Class Passenger,True,Cherbourg,6,247.52083333333334,True
392,"DOUGLAS, Mr Walter Donald",Male,50.0,True,unknown,1st Class Passenger,True,Cherbourg,[62],106.42500000000001,False
393,"DOUTON, Mr William Joseph",Male,55.0,True,Quarryman,2nd Class Passenger,True,Southampton,unknown,26.0,False
1686,"DOWDELL, Miss Elizabeth",Female,31.0,True,Housekeeper,3rd Class Passenger,True,Southampton,13,12.475,True
395,"DOYLE, Miss Elizabeth",Female,28.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.75,False
394,"DOYLE, Mr Laurence",Male,27.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
396,"DRAŽENOVIĆ, Mr Jozef",Male,33.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,[51],7.895833333333333,False
1687,"DREW, Master Marshall Brines",Male,8.0,False,unknown,2nd Class Passenger,True,Southampton,10,32.5,True
1688,"DREW, Mrs Maria Louisa Thorne",Female,34.0,True,unknown,2nd Class Passenger,True,Southampton,10,32.5,True
397,"DREW, Mr James Vivian",Male,42.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,32.5,False
1689,"DRISCOLL, Miss Bridget",Female,27.0,True,unknown,3rd Class Passenger,True,Queenstown,D,7.75,True
1690,"DROPKIN, Miss Jennie",Female,24.0,True,Box Maker,3rd Class Passenger,True,Southampton,unknown,8.05,True
1691,"DUFF GORDON, Lucy Christiana, Lady",Female,48.0,True,Dressmaker / Couturiere,1st Class Passenger,True,Cherbourg,1,56.92916666666667,True
1692,"DUFF GORDON, Sir Cosmo Edmund",Male,49.0,True,Landowner,1st Class Passenger,True,Cherbourg,1,39.6,True
398,"DUFFY, Mr William Luke",Male,36.0,True,Writer / Engineer's Clerk,Engineering Crew,False,Belfast,unknown,0.0,False
399,"DULLES, Mr William Crothers",Male,39.0,True,unknown,1st Class Passenger,True,Cherbourg,[133],29.7,False
400,"DUNFORD, Mr William",Male,48.0,True,Hospital Steward,Victualling Crew,False,Southampton,[71],0.0,False
1693,"DUQUEMIN, Mr Joseph Pierre",Male,24.0,True,Mason,3rd Class Passenger,True,Southampton,D,7.55,True
1694,"DURÁN I MONÉ, Sra. Asuncion",Female,27.0,True,unknown,2nd Class Passenger,True,Cherbourg,12,13.858333333333333,True
1695,"DURÁN I MONÉ, Sra. Florentina",Female,30.0,True,unknown,2nd Class Passenger,True,Cherbourg,12,13.858333333333333,True
401,"DWAN, Mr Frank",Male,65.0,True,Fisherman,3rd Class Passenger,True,Queenstown,unknown,7.75,False
403,"DYER, Mr Henry Ryland",Male,24.0,True,Senior Assistant 4th. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
402,"DYER, Mr William Henry",Male,33.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
1696,"DYKER, Mrs Anna Elisabeth Judith",Female,22.0,True,Singer,3rd Class Passenger,True,Southampton,16,13.9,True
404,"DYKER, Mr Adolf Fredrik",Male,23.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,13.9,False
1697,"DYMOND, Mr Frank",Male,36.0,True,Fireman,Engineering Crew,False,Southampton,15,0.0,True
337,"DĀHIR, Mr Ṭannūs",Male,28.0,True,unknown,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
375,"DĪBŪ, Mr Ilyās",Male,29.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.2250000000000005,False
405,"EAGLE, Mr Alfred James Jacob",Male,27.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
1698,"EARNSHAW, Mrs Olive",Female,23.0,True,Of Independent Means,1st Class Passenger,True,Cherbourg,7,83.15833333333335,True
406,"EASTMAN, Mr Charles",Male,44.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
407,"EDBROOKE, Mr Francis Samuel Jacob",Male,23.0,True,Third class steward,Victualling Crew,False,Southampton,unknown,0.0,False
408,"EDE, Mr George Bulkeley",Male,23.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
409,"EDGE, Mr Frederick William",Male,39.0,True,Deck Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
410,"EDVARDSSON, Mr Gustaf Hjalmar",Male,18.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.775,False
411,"EDWARDS, Mr Charles Essex",Male,39.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Southampton,unknown,0.0,False
412,"EGG, Mr William Henry",Male,48.0,True,Third class steward,Victualling Crew,False,Southampton,unknown,0.0,False
413,"EITEMILLER, Mr George Floyd",Male,25.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,13.0,False
414,"EKLUND, Mr Hans Linus",Male,16.0,False,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.775,False
415,"EKSTRÖM, Mr Johan",Male,45.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,6.9750000000000005,False
417,"ELIAS NASRALLAH, MrTannous",Male,22.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
416,"ELIAS, Mr Joseph jr.",Male,15.0,False,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.229166666666667,False
418,"ELLIOTT, Mr Everett Edward",Male,23.0,True,Trimmer,Engineering Crew,False,Southampton,[317],0.0,False
1699,"ELLIS, Mr John Bertie",Male,28.0,True,Assistant Vegetable Cook,Victualling Crew,False,Southampton,2,0.0,True
419,"ELSBURY, Mr William James",Male,48.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,7.25,False
420,"ENANDER, Mr Ingvar",Male,21.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,13.0,False
1700,"ENDRES, Miss Caroline Louise",Female,39.0,True,Nurse,1st Class Passenger,True,Cherbourg,4,247.525,True
421,"ENNIS, Mr Walter",Male,34.0,True,Turkish Bath Attendant,Victualling Crew,False,Southampton,unknown,0.0,False
422,"ERVINE, Mr Albert George",Male,18.0,True,Assistant Electrician,Engineering Crew,False,Belfast,unknown,0.0,False
423,"ESTANISLAU, Mr Manuel Gonçalves",Male,37.0,True,General Labourer,3rd Class Passenger,True,Southampton,unknown,7.05,False
1701,"ETCHES, Mr Henry Samuel",Male,43.0,True,First class bedroom steward,Victualling Crew,False,Belfast,5,0.0,True
1702,"EUSTIS, Miss Elizabeth Mussey",Female,54.0,True,unknown,1st Class Passenger,True,Cherbourg,4,78.26666666666667,True
426,"EVANS, Miss Edith Corse",Female,36.0,True,unknown,1st Class Passenger,True,Cherbourg,unknown,31.679166666666664,False
1703,"EVANS, Mr Alfred Frank",Male,25.0,True,Lookout,Deck Crew,False,Southampton,15,0.0,True
1704,"EVANS, Mr Frank Oliver",Male,27.0,True,Able Seaman,Deck Crew,False,Southampton,10,0.0,True
425,"EVANS, Mr George Richard",Male,27.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
424,"EVANS, Mr William Thomas",Male,33.0,True,Trimmer,Engineering Crew,False,Southampton,[31],0.0,False
427,"EVERETT, Mr Thomas James",Male,37.0,True,Crane Operator,3rd Class Passenger,True,Southampton,[187],15.1,False
428,"FAHLSTRØM, Mr Arne Joma",Male,18.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,13.0,False
429,"FAIRALL, Mr Henry Charles",Male,38.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,unknown,0.0,False
430,"FARDON, Mr Charles Richard",Male,46.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,unknown,7.25,False
431,"FARENDEN, Mr Ernest John",Male,22.0,True,Confectioner,Victualling Crew,False,Belfast,unknown,0.0,False
432,"FARQUHARSON, MrWilliam Edward",Male,39.0,True,Senior 2nd. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
433,"FARRELL, Mr James",Male,26.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,[68],7.75,False
434,"FARTHING, Mr John",Male,48.0,True,Servant,1st Class Passenger,True,Southampton,unknown,221.77916666666667,False
1705,"FAULKNER, Mr William Stephen",Male,37.0,True,1st Class Bedroom Steward,Victualling Crew,False,Belfast,11,0.0,True
435,"FAUNTHORPE, Mr Harry Bartram",Male,31.0,True,unknown,2nd Class Passenger,True,Southampton,[286],26.0,False
436,"FAY, Mr Thomas Joseph",Male,30.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
437,"FEI, Sig. Carlo",Male,19.0,True,Scullion,Restaurant Staff,False,Southampton,unknown,0.0,False
438,"FELLOWES, Mr Alfred James",Male,28.0,True,Assistant boots steward (1st class),Victualling Crew,False,Belfast,[138],0.0,False
439,"FELTHAM, Mr George William",Male,41.0,True,Vienna Baker,Victualling Crew,False,Southampton,unknown,0.0,False
440,"FERRARY, Mr Antonio",Male,33.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
441,"FERRIS, Mr William",Male,39.0,True,Leading Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
442,"FILLBROOK, Mr Joseph Charles",Male,18.0,True,Painter & Decorator,2nd Class Passenger,True,Southampton,unknown,10.5,False
443,"FINCH, Mr Henry Herman",Male,18.0,True,Steward (3rd Class),Victualling Crew,False,Southampton,unknown,0.0,False
1706,"FINOLI, Mr Luigi",Male,41.0,True,unknown,3rd Class Passenger,True,Southampton,15,7.05,True
444,"FIORAVANTE, Sig.Giuseppe Bertoldo",Male,23.0,True,Assistant Scullion,Restaurant Staff,False,Southampton,unknown,0.0,False
445,"FISCHER, Mr Eberhard Thelander",Male,18.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,7.795833333333333,False
1707,"FITZPATRICK, Mr Cecil William",Male,21.0,True,Mess Steward,Engineering Crew,False,Southampton,B,0.0,True
446,"FITZPATRICK, Mr Hugh Joseph",Male,29.0,True,Junior Boilermaker,Engineering Crew,False,Belfast,unknown,0.0,False
1708,"FLAHERTY, Mr Edward",Male,52.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
1709,"FLEET, Mr Frederick",Male,24.0,True,Lookout,Deck Crew,False,Belfast,6,0.0,True
1710,"FLEGENHEIM, Mrs Antoinette",Female,48.0,True,unknown,1st Class Passenger,True,Cherbourg,7,31.683333333333334,True
447,"FLEMING, Miss Honor",Female,22.0,True,unknown,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1711,"FLEMING, Miss Margaret",Female,42.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,4,110.88333333333333,True
448,"FLETCHER, Mr Percy William",Male,25.0,True,Bugler Steward,Victualling Crew,False,Belfast,unknown,0.0,False
450,"FLYNN, Mr James",Male,28.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
449,"FLYNN, Mr John",Male,48.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,6.95,False
1712,"FLYNN, Mr John Irwin",Male,36.0,True,unknown,1st Class Passenger,True,Southampton,5,26.2875,True
1713,"FOLEY, Mr John",Male,46.0,True,Deck storekeeper,Deck Crew,False,Belfast,unknown,0.0,True
451,"FOLEY, Mr Joseph",Male,19.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.879166666666666,False
1714,"FOLEY, Mr Wilfred Cyril",Male,21.0,True,3rd Class Steward,Victualling Crew,False,Southampton,13,0.0,True
452,"FOLEY, Mr William",Male,20.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
1715,"FOO, Mr Choong",Male,32.0,True,Seaman,3rd Class Passenger,True,Southampton,13,56.49583333333334,True
460,"FORD, Miss Dollina Margaret",Female,20.0,True,Servant,3rd Class Passenger,True,Southampton,unknown,34.375,False
458,"FORD, Miss Robina Maggie",Female,7.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,34.375,False
456,"FORD, Mrs Margaret Ann Watson",Female,54.0,True,Farmer,3rd Class Passenger,True,Southampton,unknown,34.375,False
453,"FORD, Mr Arthur",Male,23.0,True,Carpenter / Joiner,3rd Class Passenger,True,Southampton,unknown,8.05,False
462,"FORD, Mr Edward Watson",Male,18.0,True,Blacksmith,3rd Class Passenger,True,Southampton,unknown,34.375,False
457,"FORD, Mr Ernest",Male,33.0,True,3rd Class Steward,Victualling Crew,False,Southampton,unknown,0.0,False
461,"FORD, Mr Francis",Male,44.0,True,Bedroom Steward (2nd class),Victualling Crew,False,Southampton,unknown,0.0,False
455,"FORD, Mr H.",Male,22.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,False
459,"FORD, Mr Thomas",Male,33.0,True,Leading Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
454,"FORD, Mr William Neal Thomas",Male,14.0,False,Messenger,3rd Class Passenger,True,Southampton,unknown,34.375,False
463,"FOREMAN, Mr Benjamin Laventall",Male,30.0,True,unknown,1st Class Passenger,True,Southampton,unknown,27.75,False
1716,"FORTUNE, Miss Alice Elizabeth",Female,24.0,True,unknown,1st Class Passenger,True,Southampton,10,263.0,True
1717,"FORTUNE, Miss Ethel Flora",Female,28.0,True,unknown,1st Class Passenger,True,Southampton,10,263.0,True
1718,"FORTUNE, Miss Mabel Helen",Female,23.0,True,unknown,1st Class Passenger,True,Southampton,10,263.0,True
1719,"FORTUNE, Mrs Mary",Female,60.0,True,unknown,1st Class Passenger,True,Southampton,10,263.0,True
465,"FORTUNE, Mr Charles Alexander",Male,19.0,True,unknown,1st Class Passenger,True,Southampton,unknown,263.0,False
464,"FORTUNE, Mr Mark",Male,64.0,True,unknown,1st Class Passenger,True,Southampton,unknown,263.0,False
1720,"FORWARD, Mr James",Male,27.0,True,Able Seaman,Deck Crew,False,Southampton,16,0.0,True
466,"FOSTER, Mr Alfred Charles",Male,37.0,True,Storekeeper (Engineering),Engineering Crew,False,Belfast,unknown,0.0,False
469,"FOX, Mr Patrick",Male,28.0,True,General Labourer,3rd Class Passenger,True,Queenstown,unknown,7.75,False
468,"FOX, Mr Stanley Harrington",Male,38.0,True,Businessman,2nd Class Passenger,True,Southampton,[236],13.0,False
467,"FOX, Mr William Thomas",Male,27.0,True,Steward,Victualling Crew,False,Southampton,unknown,0.0,False
1721,"FRANCATELLI, Miss Laura Mabel",Female,31.0,True,Secretary,1st Class Passenger,True,Cherbourg,1,56.92916666666667,True
471,"FRANKLIN, Mr Alan Vincent",Male,28.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,[262],0.0,False
470,"FRANKLIN, Mr Thomas Parnham",Male,37.0,True,unknown,1st Class Passenger,True,Southampton,unknown,26.55,False
473,"FRASER, Mr J.",Male,30.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
472,"FRASER, Mr James",Male,30.0,True,Junior Assistant 3rd. Engineer,Engineering Crew,False,Belfast,unknown,0.0,False
1722,"FRAUENTHAL, Dr Henry William",Male,49.0,True,Doctor,1st Class Passenger,True,Southampton,5,133.65,True
1724,"FRAUENTHAL, Mrs Clara",Female,42.0,True,unknown,1st Class Passenger,True,Southampton,5,133.65,True
1723,"FRAUENTHAL, Mr Isaac Gerald",Male,43.0,True,unknown,1st Class Passenger,True,Cherbourg,5,27.72083333333333,True
1725,"FREDERICKS, Mr Walter Francis",Male,21.0,True,Trimmer,Engineering Crew,False,Southampton,15,0.0,True
474,"FREEMAN, Mr Ernest Edward Samuel",Male,45.0,True,Deck Steward (1st Class),Victualling Crew,False,Belfast,[239],0.0,False
475,"FROST, Mr Anthony Wood",Male,38.0,True,Fitter,2nd Class Passenger,True,Belfast,unknown,0.0,False
476,"FRY, Mr Richard Thomas",Male,39.0,True,Personal Valet,1st Class Passenger,True,Southampton,unknown,0.0,False
1726,"FRYER, Mr Albert Ernest",Male,29.0,True,Trimmer,Engineering Crew,False,Southampton,unknown,0.0,True
1727,"FRÖLICHER, Miss Hedwig Margaritha",Female,22.0,True,unknown,1st Class Passenger,True,Cherbourg,5,49.5,True
1728,"FRÖLICHER-STEHLI, MrMaximilian Josef",Male,60.0,True,unknown,1st Class Passenger,True,Cherbourg,5,79.2,True
1729,"FRÖLICHER-STEHLI, MrsMargaretha Emerentia",Female,48.0,True,unknown,1st Class Passenger,True,Cherbourg,5,79.2,True
477,"FUNK, Miss Annie Clemmer",Female,38.0,True,Missionary,2nd Class Passenger,True,Southampton,unknown,13.0,False
1730,"FUTRELLE, Mrs Lily May",Female,35.0,True,unknown,1st Class Passenger,True,Southampton,D,53.1,True
478,"FUTRELLE, Mr Jacques Heath",Male,37.0,True,Writer,1st Class Passenger,True,Southampton,unknown,53.1,False
479,"FYNNEY, Mr Joseph J.",Male,36.0,True,Rubber Merchant,2nd Class Passenger,True,Southampton,[322],26.0,False
480,"GALE, Mr Harry",Male,37.0,True,Miner,2nd Class Passenger,True,Southampton,unknown,21.0,False
481,"GALE, Mr Shadrach",Male,33.0,True,Miner,2nd Class Passenger,True,Southampton,unknown,21.0,False
482,"GALLAGHER, Mr Martin",Male,29.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,unknown,7.741666666666667,False
483,"GARFIRTH, Mr John",Male,21.0,True,Shoemaker,3rd Class Passenger,True,Southampton,unknown,14.5,False
1731,"GARSIDE, Miss Ethel",Female,39.0,True,unknown,2nd Class Passenger,True,Southampton,12,13.0,True
484,"GASKELL, Mr William Alfred",Male,19.0,True,Cooper,2nd Class Passenger,True,Southampton,unknown,26.0,False
485,"GATTI, Sig. Gaspare Antonio Pietro",Male,37.0,True,Ã  la Carte Restaurant Manager,Restaurant Staff,False,Southampton,[313],0.0,False
486,"GAVEY, Mr Laurence",Male,26.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,10.5,False
487,"GEDDES, Mr Richard Charles",Male,32.0,True,Bed Room Steward (1st class),Victualling Crew,False,Southampton,unknown,0.0,False
488,"GEE, Mr Arthur H.",Male,47.0,True,unknown,1st Class Passenger,True,Southampton,[275],38.5,False
489,"GEER, Mr Alfred Emest",Male,26.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
490,"GEORGIEV, Mr Stenyu",Male,,,General Labourer,3rd Class Passenger,True,Cherbourg,unknown,7.895833333333333,False
1732,"GIBBONS, Mr Jacob William",Male,36.0,True,Second Class Steward,Victualling Crew,False,Southampton,11,0.0,True
1733,"GIBSON, Miss Dorothy Winifred",Female,22.0,True,unknown,1st Class Passenger,True,Cherbourg,7,59.4,True
1734,"GIBSON, Mrs Pauline Caroline",Female,45.0,True,unknown,1st Class Passenger,True,Cherbourg,7,59.4,True
1735,"GIEGER, Miss Amalie Henriette",Female,35.0,True,Personal Maid,1st Class Passenger,True,Southampton,4,211.5,True
491,"GIGLIO, Mr Victor Gaitan Andrea",Male,23.0,True,Servant,1st Class Passenger,True,Cherbourg,unknown,79.2,False
492,"GILARDINO, Sig. Vincenzo Pio",Male,31.0,True,Waiter,Restaurant Staff,False,Southampton,unknown,0.0,False
493,"GILBERT, Mr William",Male,46.0,True,unknown,2nd Class Passenger,True,Southampton,unknown,10.5,False
496,"GILES, Mr Edgar",Male,18.0,True,Cab Driver,2nd Class Passenger,True,Southampton,unknown,11.5,False
497,"GILES, Mr Frederick Edward",Male,20.0,True,Bus Driver,2nd Class Passenger,True,Southampton,unknown,11.5,False
494,"GILES, Mr John Robert",Male,32.0,True,2nd Baker,Victualling Crew,False,Southampton,unknown,0.0,False
495,"GILES, Mr Ralph",Male,24.0,True,unknown,2nd Class Passenger,True,Southampton,[297],13.5,False
498,"GILINSKI, Mr Eliezer",Male,23.0,True,Locksmith,3rd Class Passenger,True,Southampton,[47],8.05,False
500,"GILL, Mr John",Male,24.0,True,Chauffeur,2nd Class Passenger,True,Southampton,[155],13.0,False
499,"GILL, Mr Joseph Stanley",Male,38.0,True,Bed Room Steward,Victualling Crew,False,Belfast,[49],0.0,False
501,"GILL, Mr Patrick",Male,38.0,True,Ship's Cook,Victualling Crew,False,Southampton,unknown,0.0,False
502,"GILLESPIE, Mr William Henry",Male,31.0,True,Clerk,2nd Class Passenger,True,Southampton,unknown,13.0,False
1736,"GILNAGH, Miss Kate",Female,17.0,False,unknown,3rd Class Passenger,True,Queenstown,16,7.733333333333333,True
503,"GIVARD, Mr Hans Kristensen",Male,27.0,True,unknown,2nd Class Passenger,True,Southampton,[305],13.0,False
1737,"GLYNN, Miss Mary Agatha",Female,18.0,True,Maid,3rd Class Passenger,True,Queenstown,13,7.75,True
1738,"GODLEY, Mr George Auguste",Male,38.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,True
504,"GODWIN, Mr Frederick Charles",Male,36.0,True,Greaser,Engineering Crew,False,Southampton,unknown,0.0,False
1739,"GOLD, Mrs Jane Kate Coulson",Female,45.0,True,Stewardess,Victualling Crew,False,Southampton,unknown,0.0,True
1741,"GOLDENBERG, Mrs Nella Carlynne",Female,46.0,True,unknown,1st Class Passenger,True,Cherbourg,5,89.10416666666666,True
1740,"GOLDENBERG, Mr Samuel Levi",Male,47.0,True,unknown,1st Class Passenger,True,Cherbourg,5,89.10416666666666,True
505,"GOLDER, Mr Martin William",Male,35.0,True,Fireman,Engineering Crew,False,Southampton,unknown,0.0,False
506,"GOLDSCHMIDT, MrGeorge B.",Male,71.0,True,Lawyer,1st Class Passenger,True,Cherbourg,unknown,34.65416666666667,False
1742,"GOLDSMITH, Master Frank John William",Male,9.0,False,unknown,3rd Class Passenger,True,Southampton,C,20.525,True
1743,"GOLDSMITH, Mrs Emily Alice",Female,31.0,True,unknown,3rd Class Passenger,True,Southampton,C,20.525,True
507,"GOLDSMITH, Mr Frank John",Male,33.0,True,Turner,3rd Class Passenger,True,Southampton,unknown,20.525,False
508,"GOLDSMITH, Mr Nathan",Male,41.0,True,Shoemaker,3rd Class Passenger,True,Southampton,unknown,7.85,False
509,"GOLLOP, Mr Percival Salisbury",Male,30.0,True,Assistant Passage Cook,Victualling Crew,False,Southampton,unknown,0.0,False
511,"GOODWIN, MasterWilliam Frederick",Male,13.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,46.9,False
515,"GOODWIN, Master Harold Victor",Male,10.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,46.9,False
510,"GOODWIN, Master Sidney Leslie",Male,1.0,False,unknown,3rd Class Passenger,True,Southampton,[4],46.9,False
513,"GOODWIN, Miss Jessie Allis Mary",Female,12.0,False,unknown,3rd Class Passenger,True,Southampton,unknown,46.9,False
514,"GOODWIN, Miss Lillian Augusta",Female,16.0,False,Servant,3rd Class Passenger,True,Southampton,unknown,46.9,False
512,"GOODWIN, Mrs Augusta",Female,43.0,True,unknown,3rd Class Passenger,True,Southampton,unknown,46.9,False
516,"GOODWIN, Mr Charles Edward",Male,14.0,False,Scholar,3rd Class Passenger,True,Southampton,unknown,46.9,False
